//Version: PianoFingering_v170101
118	12.170000	12.500000	F#5	50	50	0	3
119	12.170000	12.500000	F#4	50	50	0	2
120	12.170000	12.330000	C3	50	50	1	9
121	12.500000	12.830000	E5	50	50	0	3
122	12.500000	12.830000	E4	50	50	0	2
123	12.500000	12.670000	G2	50	50	1	7
124	12.830000	13.330000	D#5	50	50	0	3
125	12.830000	13.330000	D#4	50	50	0	1
126	12.830000	13.330000	B4	50	50	0	4
127	12.830000	13.000000	G2	50	50	1	7
128	13.330000	13.500000	E4	50	50	0	2
129	13.500000	13.670000	A4	50	50	0	4
130	13.670000	13.830000	D5	50	50	0	3
131	13.830000	14.000000	G5	50	50	0	3
132	14.000000	14.170000	D#5	50	50	0	3
133	14.170000	14.330000	A#4	50	50	0	4
